Pays	Zone géographique	ID produit	Catégorie	Sous-catégorie	Nom du produit	Montant des ventes	Quantité	Remise	Profit	Retourné
Allemagne	Centre	PRO-TÉ-10003121	Produits technologiques	Téléphones	Motorola Dispositif audio. Bleu	520.11	3	0	202.77	Non
France	Centre	FOU-AR-10001991	Fournitures de bureau	Art	Binney & Smith Marqueurs. Bleu	72.27	3	0	13.68	Non
Allemagne	Centre	FOU-CL-10002162	Fournitures de bureau	Classeurs	Cardinal Perforatrice. Clair	228.906	9	0.1	27.756	Non
Finlande	Nord	FOU-AR-10000793	Fournitures de bureau	Art	Sanford Carnet de croquis. Tailles assorties	194.64	4	0	91.44	Non
Suisse	Centre	FOU-EN-10002689	Fournitures de bureau	Enveloppes	Cameo Enveloppes. Rouge	166.8	4	0	6.6	Non
Suisse	Centre	FOU-ST-10000153	Fournitures de bureau	Stockage	Fellowes Chariot. Métal	272.76	2	0	57.24	Non
Allemagne	Centre	PRO-AC-10000833	Produits technologiques	Accessoires	Memorex Routeur. Recyclé	219.618	1	0.1	48.798	Non
Allemagne	Centre	FOU-ÉL-10000564	Fournitures de bureau	Électroménager	Hoover Plaque de cuisson. Rouge	3069.738	6	0.1	1364.238	Non
Allemagne	Centre	FOU-ST-10004207	Fournitures de bureau	Stockage	Eldon Chariot. Taille réelle	230.256	2	0.1	20.436	Non
Allemagne	Centre	FOU-AR-10003527	Fournitures de bureau	Art	Sanford Stylos. Tailles assorties	42.84	3	0	19.62	Non
Allemagne	Centre	FOU-FO-10004677	Fournitures de bureau	Fournitures	Fiskars Cutter. Rectangulaire	193.32	6	0	61.74	Non
France	Centre	FOU-ÉT-10000581	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes arrondies. Ajustable	13.95	3	0	3.87	Non
Royaume-Uni	Nord	FOU-AR-10000102	Fournitures de bureau	Art	Sanford Surligneurs. Emballage en vrac	28.836	2	0.1	-1.944	Non
Royaume-Uni	Nord	FOU-ÉL-10000567	Fournitures de bureau	Éléments de fixation	Stockwell Trombones. Par paquet de 12	23.976	2	0.1	8.256	Non
Royaume-Uni	Nord	FOU-AR-10002443	Fournitures de bureau	Art	Binney & Smith Stylos. Bleu	10.746	1	0.1	3.816	Non
Royaume-Uni	Nord	MOB-CH-10000887	Mobilier	Chaises	Office Star Chaise pliante. Livré par deux	253.692	3	0.1	73.242	Non
Royaume-Uni	Nord	FOU-CL-10004601	Fournitures de bureau	Classeurs	Avery Classeur. Recyclé	47.736	4	0.1	19.056	Non
Italie	Sud	FOU-FO-10002691	Fournitures de bureau	Fournitures	Fiskars Rasoir. Acier	83.4	2	0	9.96	Non
Allemagne	Centre	FOU-ÉT-10000588	Fournitures de bureau	Étiquettes	Hon Étiquettes arrondies. Durable	21.15	3	0	6.75	Non
Allemagne	Centre	FOU-ST-10004824	Fournitures de bureau	Stockage	Smead Dossiers. Industriel	80.865	5	0.1	11.565	Non
France	Centre	FOU-ST-10002747	Fournitures de bureau	Stockage	Smead Rayonnage. Industriel	177.876	4	0.1	27.636	Non
France	Centre	FOU-ÉL-10002317	Fournitures de bureau	Éléments de fixation	Stockwell Colliers. Emballage en vrac	56.52	3	0	4.5	Non
Allemagne	Centre	PRO-PH-10002624	Produits technologiques	Photocopieurs	HP Encre. Rouge	380.7	6	0.5	-335.16	Non
Italie	Sud	PRO-TÉ-10004482	Produits technologiques	Téléphones	Apple Téléphone de bureau. Tailles assorties	81.756	2	0.4	13.596	Non
Italie	Sud	FOU-ÉT-10001871	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes arrondies. Blanc	47.25	7	0	6.93	Non
Italie	Sud	FOU-FO-10002942	Fournitures de bureau	Fournitures	Elite Cutter. Bleu	104.67	3	0	41.85	Non
Norvège	Nord	MOB-ME-10002237	Mobilier	Meubles	Rubvermaid Butée de porte. Multi-emballage	131.58	3	0	9.18	Non
Norvège	Nord	FOU-ST-10000883	Fournitures de bureau	Stockage	Smead Dossiers. Métal	49.68	3	0	2.97	Non
Pays-Bas	Centre	PRO-MA-10004042	Produits technologiques	Machines	StarTech Jet d'encre. Rouge	747.3	5	0.5	-89.7	Non
Suisse	Centre	FOU-AR-10004414	Fournitures de bureau	Art	Binney & Smith Stylos. Métal	26.4	2	0	0.48	Non
Italie	Sud	MOB-BI-10002861	Mobilier	Bibliothèques	Dania Armoire. Blanc	287.94	2	0	20.1	Non
Allemagne	Centre	FOU-CL-10003055	Fournitures de bureau	Classeurs	Acco Couverture de classeur. Économique	39.96	3	0	16.38	Non
Allemagne	Centre	FOU-PA-10004345	Fournitures de bureau	Papier	Xerox Papier à lettres. Qualité supérieure	89.94	2	0	26.94	Non
Allemagne	Centre	FOU-PA-10000480	Fournitures de bureau	Papier	SanDisk Papier à lettres. Recyclé	193.32	4	0	7.68	Oui
Allemagne	Centre	MOB-ME-10000084	Mobilier	Meubles	Rubvermaid Cadre. Multi-emballage	769.65	7	0	84.63	Oui
France	Centre	FOU-ST-10004207	Fournitures de bureau	Stockage	Eldon Chariot. Taille réelle	230.256	2	0.1	20.436	Non
France	Centre	PRO-TÉ-10001199	Produits technologiques	Téléphones	Motorola Amplificateur de signal. Taille réelle	245.514	2	0.15	2.874	Non
France	Centre	FOU-CL-10000211	Fournitures de bureau	Classeurs	Ibico Perforatrice. Économique	152.25	5	0	76.05	Non
France	Centre	FOU-CL-10004373	Fournitures de bureau	Classeurs	Avery Machine à relier. Durable	453.06	9	0	27	Non
Royaume-Uni	Nord	FOU-AR-10004383	Fournitures de bureau	Art	Stanley Toile. Emballage en vrac	149.22	3	0	35.73	Non
Pays-Bas	Centre	PRO-TÉ-10004522	Produits technologiques	Téléphones	Nokia Dispositif audio. Taille réelle	84.015	1	0.5	-55.455	Non
Pays-Bas	Centre	FOU-ÉT-10001157	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes légales. Durable	17.01	3	0.5	-11.61	Non
Allemagne	Centre	FOU-ÉL-10001773	Fournitures de bureau	Éléments de fixation	OIC Colliers. Métal	99.45	5	0	44.7	Non
Royaume-Uni	Nord	FOU-ÉL-10001831	Fournitures de bureau	Éléments de fixation	Advantus Épingles. Métal	6.855	1	0.5	-4.275	Non
Royaume-Uni	Nord	FOU-AR-10001436	Fournitures de bureau	Art	Stanley Surligneurs. Bleu	14.7	2	0.5	-8.82	Non
Suisse	Centre	FOU-CL-10000042	Fournitures de bureau	Classeurs	Ibico Perforatrice. Recyclé	92.43	3	0	25.83	Non
France	Centre	FOU-ST-10004525	Fournitures de bureau	Stockage	Tenex Casiers. Bleu	551.205	3	0.1	97.965	Non
France	Centre	FOU-ST-10002992	Fournitures de bureau	Stockage	Eldon Boîte. Bleu	9.234	1	0.1	1.614	Non
France	Centre	FOU-ÉT-10003986	Fournitures de bureau	Étiquettes	Novimex Étiquettes légales. Rouge	20.58	2	0	4.08	Non
Italie	Sud	FOU-ÉL-10001212	Fournitures de bureau	Éléments de fixation	Stockwell Colliers. Par paquet de 12	93.3	5	0	44.7	Non
Allemagne	Centre	FOU-ST-10004651	Fournitures de bureau	Stockage	Rogers Boîte. Industriel	39.12	4	0.6	-58.68	Non
Allemagne	Centre	FOU-ÉL-10001134	Fournitures de bureau	Éléments de fixation	Stockwell Punaises. Métal	21.735	3	0.5	-21.375	Non
Allemagne	Centre	MOB-ME-10003967	Mobilier	Meubles	Tenex Butée de porte. Qualité supérieure	170.04	4	0	27.12	Non
Allemagne	Centre	PRO-TÉ-10003500	Produits technologiques	Téléphones	Samsung Chargeur. Tailles assorties	639	1	0	44.73	Non
Allemagne	Centre	FOU-FO-10001828	Fournitures de bureau	Fournitures	Kleencut Ciseaux. Rectangulaire	37.98	2	0	3	Non
Allemagne	Centre	FOU-ÉT-10001085	Fournitures de bureau	Étiquettes	Novimex Étiquettes de dossier. Rouge	8.07	2	0.5	-5.85	Non
Allemagne	Centre	PRO-TÉ-10000820	Produits technologiques	Téléphones	Motorola Smartphone. Emballage en vrac	389.61	3	0	15.57	Non
Allemagne	Centre	PRO-PH-10004952	Produits technologiques	Photocopieurs	Canon Photocopieur personnel. Numérique	284.76	2	0	14.22	Non
Allemagne	Centre	FOU-ST-10003672	Fournitures de bureau	Stockage	Smead Boîte. Industriel	50.625	5	0.1	-1.125	Non
Allemagne	Centre	MOB-CH-10002247	Mobilier	Chaises	Novimex Tabouret. Noir	729.135	5	0.1	-56.715	Non
Royaume-Uni	Nord	FOU-AR-10001654	Fournitures de bureau	Art	Sanford Stylos. Emballage en vrac	34.11	3	0	7.83	Non
Royaume-Uni	Nord	MOB-BI-10004943	Mobilier	Bibliothèques	Sauder Bibliothèque classique. Noir	2624.04	6	0	446.04	Non
Royaume-Uni	Nord	FOU-ST-10002971	Fournitures de bureau	Stockage	Rogers Casiers. Bleu	423.24	2	0	29.58	Non
Suisse	Centre	MOB-ME-10003391	Mobilier	Meubles	Eldon Horloge. Qualité supérieure	110.28	2	0	37.44	Non
Suisse	Centre	FOU-AR-10002938	Fournitures de bureau	Art	Stanley Stylos. Emballage en vrac	20.64	2	0	9.06	Non
Suède	Nord	MOB-ME-10003029	Mobilier	Meubles	Advantus Cadre photo. Durable	40.008	2	0.6	-44.052	Non
Italie	Sud	FOU-CL-10002720	Fournitures de bureau	Classeurs	Wilson Jones Machine à relier. Recyclé	295.92	6	0	32.4	Non
Italie	Sud	PRO-AC-10001603	Produits technologiques	Accessoires	SanDisk Clé USB. Programmable	123.12	3	0	50.4	Non
Italie	Sud	FOU-AR-10004545	Fournitures de bureau	Art	Stanley Toile. Tailles assorties	157.95	3	0	69.48	Non
Italie	Sud	PRO-TÉ-10002604	Produits technologiques	Téléphones	Apple Amplificateur de signal. Taille réelle	496.584	6	0.4	-289.836	Oui
France	Centre	FOU-AR-10003623	Fournitures de bureau	Art	Boston Stylos. Métal	92.88	6	0	15.66	Non
France	Centre	FOU-ÉL-10003068	Fournitures de bureau	Éléments de fixation	OIC Élastiques. Métal	85.95	5	0	32.55	Non
France	Centre	MOB-CH-10002500	Mobilier	Chaises	Office Star Rocking chair. Rouge	507.276	4	0.1	174.636	Non
Royaume-Uni	Nord	FOU-ÉT-10000708	Fournitures de bureau	Étiquettes	Novimex Étiquettes d'expédition. Rouge	32.4	3	0	16.2	Non
Royaume-Uni	Nord	FOU-AR-10000607	Fournitures de bureau	Art	Binney & Smith Marqueurs. Métal	50.7	2	0	13.68	Non
France	Centre	FOU-ÉL-10003028	Fournitures de bureau	Électroménager	Breville Micro-ondes. Blanc	1889.055	7	0.1	482.685	Non
France	Centre	FOU-CL-10003514	Fournitures de bureau	Classeurs	Cardinal Machine à relier. Économique	497.7	10	0	139.2	Non
Espagne	Sud	FOU-ST-10002971	Fournitures de bureau	Stockage	Rogers Casiers. Bleu	1523.664	8	0.1	-50.976	Non
Espagne	Sud	FOU-EN-10002729	Fournitures de bureau	Enveloppes	Cameo Auto-adhésive. Rouge	122.7	5	0	53.85	Non
Espagne	Sud	MOB-TA-10001260	Mobilier	Tables	Barricks Table d'enseignement. Noir	381.96	3	0.6	-181.44	Non
France	Centre	FOU-CL-10002471	Fournitures de bureau	Classeurs	Cardinal Couverture de classeur. Économique	24	2	0	0.96	Non
Suisse	Centre	FOU-ÉL-10002818	Fournitures de bureau	Électroménager	KitchenAid Grille-pain. Blanc	584.22	7	0	233.52	Non
France	Centre	FOU-PA-10002026	Fournitures de bureau	Papier	Green Bar Organiseur. Recyclé	47.4	2	0	17.04	Non
France	Centre	FOU-ÉT-10001378	Fournitures de bureau	Étiquettes	Smead Étiquettes arrondies. Durable	14.58	2	0	0.72	Non
Allemagne	Centre	FOU-ÉL-10004420	Fournitures de bureau	Électroménager	KitchenAid Grille-pain. Rouge	537.516	7	0.1	220.836	Non
Allemagne	Centre	FOU-AR-10003297	Fournitures de bureau	Art	Stanley Stylos. Tailles assorties	119.07	9	0	38.07	Non
Allemagne	Centre	FOU-EN-10003148	Fournitures de bureau	Enveloppes	GlobeWeis Auto-adhésive. Argent	47.58	2	0	5.7	Non
Allemagne	Centre	FOU-ST-10001099	Fournitures de bureau	Stockage	Rogers Dossiers. Métal	80.352	3	0.1	0.882	Non
Allemagne	Centre	FOU-ST-10000155	Fournitures de bureau	Stockage	Fellowes Plateaux. Taille réelle	413.424	8	0.1	183.744	Non
France	Centre	FOU-CL-10000504	Fournitures de bureau	Classeurs	Cardinal Classeur. Clair	53.16	4	0	1.56	Non
France	Centre	FOU-FO-10000057	Fournitures de bureau	Fournitures	Acme Ciseaux. Industriel	81.18	3	0	19.44	Non
Italie	Sud	MOB-ME-10001900	Mobilier	Meubles	Tenex Ampoule. Durable	63.84	4	0	7.56	Non
Italie	Sud	FOU-AR-10004946	Fournitures de bureau	Art	Binney & Smith Taille-crayon. Emballage en vrac	107.76	4	0	49.56	Non
Portugal	Sud	FOU-AR-10000560	Fournitures de bureau	Art	Binney & Smith Toile. Bleu	205.44	8	0.5	-127.44	Non
Portugal	Sud	FOU-EN-10000470	Fournitures de bureau	Enveloppes	Cameo Enveloppe professionnelle. Livré par 50	16.95	2	0.5	-4.77	Non
Allemagne	Centre	FOU-ÉT-10000068	Fournitures de bureau	Étiquettes	Harbour Creations Étiquettes arrondies. Durable	64.26	9	0	24.84	Non
Allemagne	Centre	FOU-AR-10004485	Fournitures de bureau	Art	BIC Surligneurs. Tailles assorties	44.22	2	0	7.92	Non
Allemagne	Centre	PRO-PH-10004067	Produits technologiques	Photocopieurs	Canon Photocopieur. Numérique	785.34	3	0	86.31	Non
Allemagne	Centre	PRO-TÉ-10004339	Produits technologiques	Téléphones	Cisco Amplificateur de signal. Taille réelle	306.24	2	0	9.18	Non
Allemagne	Centre	MOB-ME-10003873	Mobilier	Meubles	Advantus Horloge. Noir	256.95	5	0	74.4	Non
France	Centre	PRO-AC-10001086	Produits technologiques	Accessoires	Belkin Clé USB. Économique	293.58	7	0	108.57	Non
Suède	Nord	PRO-TÉ-10004561	Produits technologiques	Téléphones	Nokia Casque. Emballage en vrac	73.2	2	0.5	-11.76	Non
Espagne	Sud	FOU-AR-10002898	Fournitures de bureau	Art	Binney & Smith Marqueurs. Emballage en vrac	97.44	4	0	38.88	Non
Espagne	Sud	MOB-CH-10000453	Mobilier	Chaises	Novimex Chaise pliante. Rouge	65.784	1	0.2	18.894	Non
Espagne	Sud	FOU-AR-10000331	Fournitures de bureau	Art	Binney & Smith Surligneurs. Métal	53.55	3	0	4.23	Non
Espagne	Sud	FOU-CL-10001681	Fournitures de bureau	Classeurs	Avery Couverture de classeur. Clair	21.06	2	0	4.8	Non
Espagne	Sud	FOU-CL-10002471	Fournitures de bureau	Classeurs	Cardinal Couverture de classeur. Économique	24	2	0	0.96	Non
Royaume-Uni	Nord	FOU-AR-10001991	Fournitures de bureau	Art	Binney & Smith Marqueurs. Bleu	168.63	7	0	31.92	Non
Royaume-Uni	Nord	PRO-MA-10004835	Produits technologiques	Machines	Okidata Jet d'encre. Blanc	625.02	2	0	6.24	Non
Allemagne	Centre	FOU-ST-10004207	Fournitures de bureau	Stockage	Eldon Chariot. Taille réelle	575.64	5	0.1	51.09	Non
France	Centre	FOU-AR-10004103	Fournitures de bureau	Art	Stanley Surligneurs. Tailles assorties	35.76	2	0	12.12	Non
France	Centre	PRO-AC-10003476	Produits technologiques	Accessoires	Memorex Routeur. Durable	1232.1	5	0	98.55	Non
Pays-Bas	Centre	FOU-PA-10002080	Fournitures de bureau	Papier	Enermax Papier parchemin. Multicolore	16.8	2	0.5	-6.72	Non
Allemagne	Centre	FOU-ST-10002960	Fournitures de bureau	Stockage	Fellowes Dossiers. Industriel	48.384	2	0.1	6.984	Non
Allemagne	Centre	FOU-ÉT-10000708	Fournitures de bureau	Étiquettes	Novimex Étiquettes d'expédition. Rouge	64.8	6	0	32.4	Non
Allemagne	Centre	FOU-FO-10001859	Fournitures de bureau	Fournitures	Acme Règle. Acier	80.55	5	0	24.15	Non
Allemagne	Centre	FOU-CL-10000593	Fournitures de bureau	Classeurs	Acco Renforts de perforations. Clair	30.6	5	0	1.2	Non
France	Centre	PRO-MA-10000298	Produits technologiques	Machines	Panasonic Imprimante. Rouge	2016.846	9	0.15	-0.054	Non
Italie	Sud	FOU-ÉL-10004910	Fournitures de bureau	Éléments de fixation	Advantus Colliers. Métal	38.82	2	0	17.82	Oui
Italie	Sud	PRO-AC-10004929	Produits technologiques	Accessoires	Memorex Souris. Recyclé	311.76	12	0	12.24	Oui
Italie	Sud	FOU-ST-10003363	Fournitures de bureau	Stockage	Eldon Casiers. Bleu	474.984	4	0.4	-237.576	Oui
Italie	Sud	FOU-PA-10000480	Fournitures de bureau	Papier	SanDisk Papier à lettres. Recyclé	241.65	5	0	9.6	Oui
Italie	Sud	FOU-AR-10004341	Fournitures de bureau	Art	Boston Surligneurs. Bleu	56.61	3	0	14.13	Oui
Italie	Sud	FOU-CL-10002471	Fournitures de bureau	Classeurs	Cardinal Couverture de classeur. Économique	24	2	0	0.96	Oui
Italie	Sud	FOU-ST-10003889	Fournitures de bureau	Stockage	Rogers Boîte. Bleu	57.528	4	0.4	-36.552	Oui
France	Centre	FOU-AR-10001589	Fournitures de bureau	Art	Boston Marqueurs. Métal	82.89	3	0	12.42	Non
France	Centre	FOU-CL-10003798	Fournitures de bureau	Classeurs	Avery Couverture de classeur. Durable	12.57	1	0	1.62	Non
Allemagne	Centre	FOU-ST-10004768	Fournitures de bureau	Stockage	Tenex Chariot. Métal	359.64	3	0.1	31.95	Non
Royaume-Uni	Nord	FOU-AR-10004485	Fournitures de bureau	Art	BIC Surligneurs. Tailles assorties	66.33	3	0	11.88	Non
Royaume-Uni	Nord	PRO-TÉ-10004608	Produits technologiques	Téléphones	Cisco Smartphone. Emballage en vrac	692.85	5	0	228.6	Non
Royaume-Uni	Nord	FOU-PA-10002173	Fournitures de bureau	Papier	Eaton Papier à lettres. Multicolore	186.36	4	0	89.4	Non
Royaume-Uni	Nord	FOU-ÉT-10002331	Fournitures de bureau	Étiquettes	Smead Étiquettes de dossier. Rouge	26.1	3	0	11.97	Non
Irlande	Nord	PRO-TÉ-10004482	Produits technologiques	Téléphones	Apple Téléphone de bureau. Tailles assorties	238.455	7	0.5	-0.105	Non
Espagne	Sud	FOU-CL-10004240	Fournitures de bureau	Classeurs	Wilson Jones Onglets. Économique	38.7	6	0	9.9	Oui
Espagne	Sud	PRO-TÉ-10004935	Produits technologiques	Téléphones	Samsung Smartphone. Emballage en vrac	443.988	4	0.1	88.788	Oui
Royaume-Uni	Nord	FOU-FO-10002003	Fournitures de bureau	Fournitures	Elite Ciseaux. Bleu	90.12	4	0	43.2	Non
Royaume-Uni	Nord	FOU-AR-10000102	Fournitures de bureau	Art	Sanford Surligneurs. Emballage en vrac	80.1	5	0	3.15	Non
Royaume-Uni	Nord	MOB-ME-10002245	Mobilier	Meubles	Eldon Cadre photo. Durable	154.392	4	0.3	-4.488	Non
Royaume-Uni	Nord	PRO-MA-10004208	Produits technologiques	Machines	Epson Téléphone. Rouge	234.36	3	0	35.1	Non
Royaume-Uni	Nord	FOU-ST-10002409	Fournitures de bureau	Stockage	Smead Casiers. Industriel	397.8	2	0	111.36	Non
France	Centre	PRO-TÉ-10000826	Produits technologiques	Téléphones	Cisco Amplificateur de signal. Bleu	645.2775	5	0.15	75.8775	Non
France	Centre	FOU-ÉT-10002141	Fournitures de bureau	Étiquettes	Hon Étiquettes légales. Ajustable	17.52	2	0	2.76	Non
Pays-Bas	Centre	FOU-AR-10000828	Fournitures de bureau	Art	Sanford Taille-crayon. Emballage en vrac	39.15	3	0.5	-18.81	Non
Royaume-Uni	Nord	FOU-ST-10003978	Fournitures de bureau	Stockage	Fellowes Dossiers. Taille réelle	158.58	6	0	64.98	Non
France	Centre	PRO-TÉ-10002441	Produits technologiques	Téléphones	Nokia Casque. Bleu	683.5785	11	0.15	-24.2715	Non
Allemagne	Centre	FOU-FO-10001550	Fournitures de bureau	Fournitures	Fiskars Rasoir. Industriel	175.68	4	0	64.92	Non
Italie	Sud	MOB-CH-10002579	Mobilier	Chaises	Novimex Dessous de siège. Rouge	45.072	2	0.6	-33.828	Non
Espagne	Sud	FOU-ÉL-10002818	Fournitures de bureau	Électroménager	KitchenAid Grille-pain. Blanc	333.84	4	0	133.44	Non
Espagne	Sud	MOB-BI-10001272	Mobilier	Bibliothèques	Ikea Armoire. Noir	718.95	5	0	21.45	Non
Pays-Bas	Centre	FOU-EN-10002197	Fournitures de bureau	Enveloppes	Cameo Auto-adhésive. Livré par 50	52.5	5	0.5	-35.7	Non
France	Centre	FOU-CL-10000504	Fournitures de bureau	Classeurs	Cardinal Classeur. Clair	119.61	9	0	3.51	Non
France	Centre	FOU-AR-10003797	Fournitures de bureau	Art	Stanley Taille-crayon. Bleu	123.9	5	0	39.6	Non
France	Centre	FOU-ÉL-10004056	Fournitures de bureau	Éléments de fixation	OIC Punaises. Tailles assorties	24.72	2	0	4.92	Non
France	Centre	MOB-CH-10000116	Mobilier	Chaises	Harbour Creations Fauteuil. Livré par deux	1713.096	4	0.1	551.976	Non
France	Centre	MOB-CH-10002264	Mobilier	Chaises	Hon Rocking chair. Noir	807.597	7	0.1	251.097	Non
France	Centre	FOU-ÉT-10003986	Fournitures de bureau	Étiquettes	Novimex Étiquettes légales. Rouge	30.87	3	0	6.12	Non
France	Centre	FOU-CL-10000997	Fournitures de bureau	Classeurs	Cardinal Renforts de perforations. Clair	4.8	1	0	2.19	Non
France	Centre	FOU-ST-10003644	Fournitures de bureau	Stockage	Smead Plateaux. Bleu	218.16	5	0.1	7.26	Non
France	Centre	FOU-CL-10002478	Fournitures de bureau	Classeurs	Acco Classeur. Recyclé	15.51	1	0	0.45	Non
France	Centre	FOU-ST-10004093	Fournitures de bureau	Stockage	Eldon Boîte. Taille réelle	37.044	4	0.1	7.764	Non
France	Centre	FOU-CL-10004615	Fournitures de bureau	Classeurs	Avery Perforatrice. Recyclé	56.46	2	0	0	Non
France	Centre	FOU-AR-10003411	Fournitures de bureau	Art	Boston Toile. Métal	384.3	7	0	69.09	Non
France	Centre	FOU-CL-10000812	Fournitures de bureau	Classeurs	Ibico Onglets. Durable	20.82	2	0	7.02	Non
Italie	Sud	FOU-AR-10001661	Fournitures de bureau	Art	Sanford Carnet de croquis. Métal	93.48	2	0	43.92	Non
Italie	Sud	FOU-CL-10004522	Fournitures de bureau	Classeurs	Avery Machine à relier. Clair	144.9	3	0	17.37	Non
Belgique	Centre	FOU-AR-10004829	Fournitures de bureau	Art	BIC Taille-crayon. Bleu	29.01	1	0	11.88	Non
Belgique	Centre	FOU-AR-10003577	Fournitures de bureau	Art	Boston Toile. Bleu	160.92	3	0	40.23	Non
France	Centre	FOU-FO-10003626	Fournitures de bureau	Fournitures	Elite Ciseaux. Acier	65.79	3	0	14.4	Non
Suisse	Centre	FOU-ÉT-10001378	Fournitures de bureau	Étiquettes	Smead Étiquettes arrondies. Durable	14.58	2	0	0.72	Non
France	Centre	FOU-ÉL-10003301	Fournitures de bureau	Électroménager	Hoover Micro-ondes. Rouge	1388.88	5	0.1	154.23	Non
Allemagne	Centre	PRO-MA-10000572	Produits technologiques	Machines	Epson Téléphone. Multicolore	161.94	2	0	72.84	Non
Allemagne	Centre	FOU-ST-10001319	Fournitures de bureau	Stockage	Eldon Casiers. Taille réelle	534.438	3	0.1	231.588	Non
Allemagne	Centre	PRO-TÉ-10002935	Produits technologiques	Téléphones	Apple Casque. Tailles assorties	532.77	7	0	111.72	Non
Allemagne	Centre	PRO-MA-10002363	Produits technologiques	Machines	Okidata Calculatrice. Rouge	98.88	2	0	28.62	Non
Royaume-Uni	Nord	PRO-MA-10001583	Produits technologiques	Machines	Okidata Jet d'encre. Multicolore	1413.45	5	0.1	502.5	Oui
Allemagne	Centre	FOU-ÉT-10001304	Fournitures de bureau	Étiquettes	Novimex Étiquettes de dossier. Durable	25.92	3	0	10.08	Non
Allemagne	Centre	MOB-ME-10000007	Mobilier	Meubles	Deflect-O Plateau d'empilement. Durable	111.6	5	0	4.35	Non
Allemagne	Centre	PRO-MA-10004377	Produits technologiques	Machines	Okidata Imprimante de tickets. Durable	369.09	3	0	14.76	Non
Allemagne	Centre	FOU-AR-10002710	Fournitures de bureau	Art	Stanley Marqueurs. Métal	187.68	8	0	63.6	Non
Allemagne	Centre	FOU-AR-10001329	Fournitures de bureau	Art	Sanford Carnet de croquis. Emballage en vrac	228.75	5	0	105.15	Non
Allemagne	Centre	FOU-AR-10003182	Fournitures de bureau	Art	Binney & Smith Carnet de croquis. Tailles assorties	99	2	0	32.64	Non
